Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDA total,IDA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,53.54463959,53.62414932,55.96284103,58.50915909,60.08909988,61.89189911,63.51594162,65.77033997,67.72766113,70.79856873,72.90499115,75.46411133,77.15400696,77.89804077,77.39395905,75.91304016,74.27680206,73.38188934,74.08386993,73.47781372,73.01363373,74.35289001,74.71911621,75.50357056,76.11061859,76.71643829,75.93753052,78.70134735,79.83477783,80.34993744,82.67552185,84.09815979,87.00538635,89.62966919,91.8972702,93.8531189,95.01290894,95.80754089,96.39505768,97.12429047,97.73327,99.11373,100.0176,99.7866,99.84127,98.81724,99.40491,99.34037,99.57528
IDA blend,IDB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,55.03015137,56.26551056,58.29766846,59.98725891,63.86629105,64.16825104,64.10301208,68.34014893,71.29200745,78.03672028,81.14698792,85.7082901,90.28463745,91.43019104,90.58011627,88.62049866,83.88825989,82.75431824,80.68530273,79.68356323,80.3690033,80.46340942,81.57218933,83.43473816,83.23365784,81.72714233,77.97904205,80.3752594,82.53872681,84.3848877,87.23641205,87.42865753,87.15058136,89.52147675,91.79898071,93.39411163,92.15260315,91.43731689,88.03842163,89.28610992,90.02624,91.35083,92.45396,92.87861,92.69232,90.90407,92.80122,92.2691,93.05331
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,83.68039703,84.84853363,85.82485199,86.10675049,85.02404022,87.14016724,89.80815125,92.30196381,100.4041367,,,109.9654312,114.4721832,116.7042084,119.5692215,121.1644669,119.5977631,118.1014175,117.1539001,116.3139496,114.3413086,112.620842,110.8872604,110.2424927,110.963623,110.4830093,109.9648972,109.9005508,110.7341919,111.3510666,108.75949,109.75092,109.92095,109.52653,108.9343,107.95544,106.26838,109.30577,107.82254,108.54924,109.1503,109.1798,109.2734,106.8416,106.0734,105.9602,105.6099,105.9114,106.4108
IDA only,IDX,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,53.0062294,52.59714127,55.05830002,57.96559143,58.55263901,60.98746109,63.3354187,64.70973969,66.21160126,67.61743927,69.2287674,70.8370285,71.1181488,71.61428833,71.22223663,69.92363739,69.72840118,68.92661285,70.94024658,70.51476288,69.48590851,71.42687225,71.42176819,71.67275238,72.66535187,74.29531097,74.95613861,77.89958191,78.52729797,78.38533783,80.45558929,82.4919281,86.95246887,89.69930267,91.96231079,94.08965302,96.39913177,97.904953,100.3839569,100.8547821,101.3954,102.7991,103.6168,103.0853,103.2486,102.6062,102.5795,102.7548,102.7364
Isle of Man,IMN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,78.51403809,79.25318909,82.36695099,81.76989746,82.64151764,82.49433136,85.09848022,81.30538177,81.08094025,82.44386292,84.01159668,84.65882874,86.56999207,88.14753723,87.94772339,90.07463837,87.8979187,89.19120026,92.14172363,91.44030762,91.14649963,91.4284668,93.118927,94.2408905,93.97062683,93.84932709,93.48976898,91.877388,92.56268311,94.27112,94.11493,94.74553,102.68291,,,,110.02012,110.69738,109.45107,109.1014,108.3234,109.7613,110.5833,107.8644,108.4852,114.5383,112.9579,
Not classified,INX,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,112.5037613,110.6596832,110.2797623,108.1092606,108.034523,108.2962799,108.0361481,107.4986801,106.2917709,104.4711227,102.2111816,100.2419891,98.92076874,97.87373352,97.78949738,98.09842682,99.11206055,100.0288162,100.7658615,101.2013016,100.7301865,100.0271835,100.3645477,100.3825836,100.8836288,101.2602081,79.85748291,102.8571777,101.9705582,102.28228,102.02243,102.82123,102.71863,102.96355,103.07785,102.99924,103.30853,102.4756,102.79597,103.2355,103.3787,102.1183,101.9583,101.5422,101.1846,101.3415,100.8528,
"Iran, Islamic Rep.",IRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,71.68360901,78.31629181,81.53137207,84.31117249,93.18235779,99.0038681,103.0100632,105.7108536,90.13262177,98.30462646,92.8343811,98.03038025,99.10462952,100.971138,101.1258698,102.1899796,102.4846725,103.3267975,103.7033386,105.0503311,107.2473297,108.6892319,107.9696732,105.8168106,104.215477,103.1377029,100.3798065,100.9050674,100.3303375,101.16062,103.37522,103.40334,102.29066,101.72636,99.1959,99.76322,100.37326,101.14648,101.85258,100.6534,100.7328,101.4611,115.0665,107.553,108.9007,111.2356,110.7075,
Iraq,IRQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,70.93583679,73.12471771,74.95378876,76.67916107,78.15923309,86.14862061,89.60781097,90.12827301,104.6446533,108.3041382,106.6450424,105.1549377,102.0077133,102.4117279,101.9821625,101.8750687,103.1766891,103.6593018,102.5919418,,108.8784637,90.93608856,90.17468262,,,85.11518097,,,98.27500153,97.0251,,,105.96378,104.38057,,,108.68902,,,,,,,,,,,
Iceland,ISL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.12566376,98.9359436,98.81281281,98.98258209,99.80722046,99.67928314,99.80750275,98.54560852,98.03820038,98.41175079,99.09461975,99.01815796,99.43955994,100.2418823,99.31040192,97.64257813,97.65408325,99.93631744,101.1338806,101.4144363,101.170639,100.1350937,98.84156036,97.38709259,97.90337372,98.06362915,98.55238342,99.58429718,101.0990829,102.99279,102.88729,99.54758,98.28539,96.6649,96.863,97.30983,98.13413,99.24107,99.88292,99.30812,98.81152,98.2153,98.11584,98.18361,98.62543,99.53414,100.3514,
Israel,ISR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,104.6356506,104.4033585,104.5070267,104.7375336,104.7990875,104.5105972,103.1956329,103.5812531,101.9403076,100.7738266,100.9630203,100.7814865,100.4546585,100.25103,98.99653625,99.16771698,98.23100281,96.45191193,99.32790375,102.0322113,102.5591202,102.3851013,104.0467224,104.6043625,,,106.0106277,107.23255,107.26152,107.13743,106.67072,106.31781,104.7628,103.80447,104.33427,103.69462,104.07375,105.4466,106.2045,106.8141,105.636,105.1809,105.624,104.748,104.9011,
Italy,ITA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,108.5812683,108.3583832,108.3115768,107.9371033,107.4801178,106.2937317,104.7585907,103.5332031,102.4334488,102.2378769,101.8407593,101.5788269,101.0061493,100.7661972,100.6828918,99.7246933,98.8105011,98.5555191,98.20368958,98.32804108,98.43598175,99.33631897,100.0110168,98.41137695,98.04312897,99.16784668,100.0680466,101.4436874,104.5393295,103.90278,103.48534,102.83338,102.4251,102.06314,102.29095,103.10948,104.11291,104.2742,103.4859,102.9937,102.5043,101.2919,101.8973,101.1514,100.3867,99.42546,101.8794,
Jamaica,JAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,108.4805679,109.372879,105.0368423,107.8140335,100.8307266,100.6245117,101.0939407,102.6931305,104.6463165,103.6843872,103.3507538,104.7951279,104.6543808,103.6814804,102.7236023,102.0707779,104.5300522,102.5814514,103.8609085,102.698761,101.3817215,,98.06752014,,,,,,94.40437317,95.96072,95.89864,96.15706,94.6986,96.28224,,,,,,,,,,,91.88556,90.88122,89.76785,90.99539
Jordan,JOR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.34078979,99.91674042,103.8583298,107.72435,109.2980881,109.585907,108.4802628,106.0839081,104.7762222,103.6213379,100.2059708,99.12090302,96.872612,97.07572937,97.97815704,101.0881805,100.7145386,102.7476425,99.73085785,97.61386871,96.78678894,98.00834656,97.36239624,95.74549866,94.83989716,95.3710022,,93.52326202,93.88433838,94.5641,,96.81093,97.90626,98.07405,96.90155,94.89104,92.07761,89.57809,,81.91505,79.33522,76.48641,75.39796,79.49863,,78.56042,80.77087,81.4589
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,112.6021271,,,,,117.8356094,,,114.6651764,115.6714706,119.2396011,123.0635223,124.8732681,123.4344864,101.7785416,101.7818069,99.50125122,96.8754425,96.29010773,96.9532,99.94768,101.63237,102.66582,103.44742,102.54168,101.47636,102.77171,107.08398,108.3263,108.7614,109.7717,110.3985,111.8934,112.5344,111.6401,109.8852,108.7478,105.8367
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,62.30435944,64.15499115,68.11936188,71.1889267,105.3556824,108.14711,103.855423,102.8516769,98.48114014,117.7743378,118.1712723,114.3442535,115.6937714,114.7343597,110.0514908,104.9263763,104.3717117,103.6576691,101.6770401,102.2083511,98.77615356,96.63751221,95.29031372,94.57100677,91.25881195,89.18707275,,,90.38922882,88.97675323,93.18746,94.38105,88.24179,101.82242,100.44389,99.34629,96.34754,102.36549,102.2848,103.9145,,,109.4177,,105.7534,103.6616,103.2053,,
Kyrgyz Republic,KGZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,118.2010269,,,,,125.1968765,,,112.2027664,111.01194,111.2854614,111.4198532,111.3083572,112.1607285,111.6729584,101.5367889,100.4742889,98.07408905,96.72524261,96.33526,96.22816,96.06303,96.81401,98.07888,98.852,100.13204,98.80466,99.09832,98.94422,99.46109,99.68409,103.1013,105.0209,105.8175,105.4101,104.6015,107.0424,107.5654
Cambodia,KHM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,27.70280075,39.06565857,38.10612869,,,,,,,,115.4263611,133.9728851,140.931015,136.4322052,128.9384308,129.2266235,130.1316528,124.068718,116.4555969,99.55506897,90.34819031,,,85.02591705,86.18074799,,93.20565033,96.42973328,101.2864227,106.8595,115.85937,129.44991,131.48352,131.93699,130.89871,128.83319,127.8486,123.75679,123.28123,123.8349,122.1415,121.7879,123.4481,116.8082,117.0785,110.1877,107.8131,107.4148
Kiribati,KIR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,103.1429596,128.150528,105.5037537,,137.8536224,119.9100113,129.9297028,129.9123077,129.0676117,131.5083466,134.7462769,140.0263062,136.70784,129.6707611,127.4900436,121.4669724,115.8023605,114.3158417,117.1164474,117.1471786,120.4176331,120.4058609,119.2341385,119.5474319,118.2146606,117.5522079,117.7486267,116.0256424,108.4140396,109.55174,117.98361,110.5892,116.16176,111.88275,111.93367,108.2425,105.66392,110.11474,110.12381,,,,,113.9159,105.5511,106.2838,101.3046,
St. Kitts and Nevis,KNA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,94.55483246,97.44219971,96.1641922,95.86756897,106.6666718,94.97808075,95.46559143,,111.20298,106.289917,109.2919083,111.8026733,111.0216599,111.1391983,115.2978287,109.7335815,111.9257507,111.3246231,113.4356995,112.3562775,,,106.519928,,114.96429,110.42249,106.72854,107.47146,108.96387,109.63398,,107.15278,113.16203,112.42457,113.4797,111.4769,110.5994,108.3139,108.618,108.302,108.7355,,
"Korea, Rep.",KOR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,105.0127716,106.5085068,106.3741531,105.3147812,104.470108,104.9396286,103.4569931,103.5138016,104.7793198,105.0949326,105.4750366,105.1033325,104.6522903,103.2174072,101.9022217,100.9372711,101.6472168,102.1571579,103.5568314,105.3017731,105.2138824,104.8104401,103.8453064,103.6753998,103.3025208,102.900238,101.8404007,102.766449,102.5643311,100.62405,99.24331,98.92699,99.91718,100.25999,101.10885,101.73847,102.92038,102.88288,102.00398,101.7199,101.712,100.3303,98.06349,98.30577,98.78454,97.71842,98.0886,
Kuwait,KWT,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,89.37402344,89.74933624,91.36521912,92.09577942,94.04488373,96.30024719,102.1596222,104.5766068,101.8173981,101.2578506,99.80773163,100.9022903,102.9532166,105.6451721,107.2807007,105.5008698,101.445961,97.34404755,92.99237823,91.03352356,59.715271,57.75830841,67.88749695,80.6268692,90.90052795,105.2154922,109.0498123,107.2492828,101.9835892,98.6322,96.08379,99.13406,101.22011,102.49252,104.88034,102.33987,104.62613,101.60982,101.53509,102.2396,105.6248,104.9829,103.962,103.7813,102.5897,100.5322,95.6888,92.36027
Latin America & Caribbean (excluding high income),LAC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,104.8754272,106.5232925,106.6994171,107.9337006,108.4957504,108.3173523,108.2155838,110.6291199,112.4201508,116.2264862,117.0538177,117.2528992,118.1457138,116.8510971,118.3001404,117.024147,124.2034378,114.9296265,116.0058517,113.8774872,116.4249802,113.5329666,114.3824005,114.8376617,115.5074692,122.5102081,122.7738571,117.1381912,123.7024994,123.2043991,119.5147095,120.4234924,120.1062698,118.4094009,116.9116364,116.6272278,116.0568466,115.9416199,116.3573303,116.5393219,115.4011,116.3429,116.0102,111.174,110.3611,109.4071,109.3059,109.3939,109.7285
Lao PDR,LAO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,58.13085938,61.62855148,61.45922852,,,66.0501709,99.22972107,98.94486237,102.6968994,102.6110382,103.5404892,101.2720795,98.78468323,97.38680267,97.18933105,100.7199707,,102.4061737,,98.12789917,97.87748718,95.68315887,101.6101837,104.8913803,105.7458496,109.1823807,109.8504791,111.3368912,109.0523911,106.9684,104.66928,106.2496,108.46707,110.12834,112.36957,114.49256,116.24633,118.97644,121.36459,123.4321,122.0938,120.7501,119.9385,118.0752,113.9656,109.6518,106.0174,102.361
Lebanon,LBN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,135.9343414,,,134.0647278,,,,114.0747986,,117.2068176,122.2519073,119.4316635,113.1814194,,95.05283356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,37.02111816,38.30656815,39.41820145,,,41.51910019,38.99433136,,47.31153107,47.4468689,50.14390945,,,,40.53792953,,,,,,,,,,,,,,78.58885193,98.16748047,116.3043,,,,,,95.13883,,95.80924,102.36359,,105.1211,,,97.42249,95.33271,89.47021,85.10919,
Libya,LBY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.2102814,111.3780136,117.1636276,118.2333832,118.7732925,119.1144104,115.6959305,110.398941,115.4219208,113.0289078,111.5000076,,113.0615005,,,108.8178177,,,,,,,,,,,,,107.7097778,,103.61096,103.25083,103.25196,105.47325,102.09305,109.01269,,,,,,,,,,,,
St. Lucia,LCA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,94.61724091,101.7362823,109.071991,114.1858521,117.3551712,120.6375504,124.1921234,124.6581879,126.0665588,122.9909973,119.2403717,127.0576324,130.1899872,131.4137268,134.3966064,132.1082153,134.6774445,137.2818909,140.6070862,141.5915527,140.1826324,137.5991211,136.462738,133.1387329,126.4402084,128.6085358,129.7344971,128.9252167,104.3100586,103.49094,104.66196,103.57795,103.43913,101.99529,102.91639,107.30031,100.56152,,,,,,,,101.1424,101.9087,102.0014,102.5982
Latin America & Caribbean,LCN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.5529175,107.4013138,107.6109695,108.8012085,109.2613373,108.9512711,108.7334213,110.97509,112.5830765,116.0793381,116.6560135,116.8148117,117.4787292,116.1653214,117.4142685,116.2245865,122.9514084,114.178009,115.1633987,113.1936874,115.6446915,112.9133911,113.6464462,114.0892181,114.7134094,121.3451233,121.6082077,115.3904037,122.6464767,122.18293,118.6873703,119.4985962,119.1834869,117.5644836,116.3082886,116.0519485,115.5569382,115.5037384,115.9135437,116.0459595,114.8882,115.7271,115.3976,110.7521,109.9361,108.9889,108.8391,108.9367,109.2604
Least developed countries: UN classification,LDC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,50.98209,50.47106934,53.16162872,56.18320084,56.90061951,59.61537933,62.09983063,63.67110825,65.43582916,66.97129822,68.75003052,70.09043884,70.07212067,70.43668365,69.8704834,68.04517365,67.99276733,67.02784729,69.25543213,68.69213104,67.56291199,69.32025146,69.18672943,69.59137726,70.56748199,72.46679688,73.24388885,76.42086792,77.14269257,76.98248291,79.17948914,81.48886871,86.19982147,89.46417236,91.9239502,94.17973328,96.63172913,98.27986908,100.8615494,101.4251709,101.8831,103.6284,104.2062,104.281,104.5154,103.5476,103.4088,103.5317,103.5098
Low income,LIC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,47.83182144,48.11170959,48.24803925,49.51203918,50.82696152,53.39463043,56.55672836,59.70742035,62.18030167,64.05407715,66.24224854,68.46575928,67.29929352,67.28192139,67.08786774,65.60745239,65.39891815,63.90298843,64.14021301,63.43708038,62.20994186,63.96387863,62.87878036,63.03792191,64.23586273,67.17545319,67.88359833,72.34279633,73.2215271,72.90207672,75.44632721,78.42961121,84.48525238,88.248909,91.10527802,93.74630737,96.65396881,98.93756104,102.3038712,102.7465515,102.8477,103.1683,104.0536,103.406,103.6486,102.3623,102.3074,102.4793,102.7317
Liechtenstein,LIE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1244,109.15222,106.81277,107.51196,107.11217,105.52567,105.69871,105.4592,104.9505,103.828,,102.661,105.6654,105.491,,
Sri Lanka,LKA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.3147507,103.1361618,93.40666962,90.80014801,85.54850769,82.58769989,81.90345001,86.7739563,110.0986404,114.0339432,119.1801605,122.2083664,122.1326065,121.2919235,120.9748306,121.7013931,123.2200165,107.5614014,108.9937134,110.047821,109.8513489,109.9006805,107.9099808,107.1103516,106.6670227,109.4534988,105.062088,,106.993927,,,107.79471,106.04553,102.78082,97.65267,99.56509,98.90337,98.28852,97.27725,94.9072,99.50329,99.52459,99.95391,100.6436,101.3597,101.6615,101.474,100.6327,
Lower middle income,LMC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,75.4752121,75.49556732,76.92996216,79.21011353,79.33144379,80.47888184,81.11312103,83.23445129,83.02259064,84.3361969,86.05722046,87.93180084,89.76014709,91.16329956,91.94621277,91.34860229,91.35758972,90.32946014,91.19996643,92.10044861,91.50700378,91.6016922,91.67736816,92.87882233,93.81352997,93.14102173,92.86029816,93.03379059,93.04724121,93.76152039,94.96295929,95.04358673,95.46952057,99.16999054,100.4382019,101.5723572,102.0316772,103.0096893,102.7054367,102.6486511,103.0683,103.6747,104.7766,104.9281,103.6601,103.4407,106.2465,105.3458,105.4687
Low & middle income,LMY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,86.5271225,86.69811249,87.97058105,91.34677124,92.74150085,94.34329987,95.06726837,95.11663055,93.70845795,94.43012238,95.61779785,96.81073761,97.32385254,97.58882141,98.11557007,98.54801178,100.0585175,99.03832245,99.64550781,99.80394745,99.31743622,98.66401672,98.02372742,97.93963623,97.8454895,97.90149689,97.03574371,96.530159,97.18170166,97.49176788,98.49609375,99.40035248,99.79496002,101.490921,101.9805527,102.2672119,102.3184204,103.1142578,103.4911499,103.3990021,103.3037,103.7251,104.477,104.2429,102.8892,102.5584,104.1858,103.9039,104.1493
Lesotho,LSO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,87.4480896,83.74353027,84.21122742,87.25679016,98.80323792,97.8457489,95.11250305,93.81690979,91.78256989,91.60378265,92.34082031,94.58480072,98.24849701,99.19809723,98.9285202,101.6414566,100.4868011,101.6643982,103.061203,101.440979,99.91446686,100.7549362,99.45181274,95.72672272,98.07032013,100.4584274,98.82035828,96.84851074,96.91297913,96.10903931,109.26045,112.41045,116.07323,122.33116,124.96166,127.05478,130.6141,125.22777,125.0694,124.01169,124.7468,123.0952,121.2893,117.2039,116.5858,116.6345,117.6953,120.8975,
Late-demographic dividend,LTE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.5880203,105.626152,106.4880219,111.3563995,113.7862167,115.4120178,115.3912201,112.5996017,109.1699524,108.9707718,109.7807388,110.6292877,110.432373,110.0820923,110.9386978,113.8366013,119.100647,119.3463516,120.8564911,120.2260437,120.4281921,117.5164795,116.1787567,114.5493698,112.9229736,113.1406403,110.6949234,107.3565826,109.2021027,109.3429337,110.3105392,112.4785004,111.0621338,109.4996414,107.3999786,105.5848007,103.68116,103.4646835,103.8937912,103.4181213,102.5235,103.0152,103.6198,102.1175,99.87647,100.008,101.2418,102.3267,102.9936
Lithuania,LTU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,79.46170807,,,,,81.52011108,,,90.33640289,89.67617798,91.98181152,91.44069672,94.40299988,96.05040741,98.89485931,100.1553879,101.0277328,100.0900574,102.8404388,103.14423,103.1488,103.10415,102.96309,103.97029,102.84456,102.02875,101.10445,99.49927,99.94983,100.4215,101.2518,101.8544,101.7546,101.5756,102.0893,102.8918,103.8747,
Luxembourg,LUX,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,116.2578812,110.8151474,110.1585693,107.7726517,110.0335007,95.50547028,95.46205902,95.03421021,94.65615845,93.57460785,89.68125916,89.19309998,89.76502228,88.71407318,87.76854706,,89.37769318,88.92803955,94.04546356,,,90.76667023,,,102.0958481,95.50376129,95.50662231,95.11338806,94.75021362,99.79086304,100.14192,100.12943,100.31602,99.41079,100.1534,100.80898,101.46625,101.52278,100.57301,,97.56551,96.55315,97.17509,96.83534,97.52305,98.97225,100.7898,102.2859,
Latvia,LVA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,102.2559433,99.38503265,97.43060303,97.02522278,98.4692688,100.3930283,118.6229401,119.2346573,118.1561432,93.89601898,96.03822327,95.97841644,88.70477295,84.69664001,84.62648773,89.53881836,94.51178741,96.51264954,100.4268265,101.69978,103.41183,104.02027,105.01615,105.49058,104.84398,104.26199,104.21336,103.5486,102.9181,102.9586,102.2857,101.0487,100.388,99.8206,99.39332,99.19855,99.36784,
"Macao SAR, China",MAC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,57.55110931,57.61354065,60.97367859,58.86209106,64.14231873,74.88996124,98.12879944,96.00408936,106.3094406,,,,,,,,,,126.669838,113.7808304,105.3151398,103.85849,104.2665634,,,,,,102.6621704,104.06694,102.62501,102.93722,101.18525,100.94177,99.97861,98.54197,99.99393,99.41629,96.2627,94.92504,94.6516,94.54348,95.17103,97.37212,99.34458,101.5285,101.4303,100.4094
St. Martin (French part),MAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,48.5830307,49.77251816,50.45814896,51.96274185,54.18170929,58.81692886,62.91743088,67.06748199,71.31680298,75.38101196,79.28663635,83.64920807,87.43860626,87.2484436,78.92672729,77.4605484,74.3514328,71.12841797,67.38037109,67.43395996,63.93450165,65.01112366,67.70140076,70.69576263,73.81507111,76.56520081,78.83933258,82.20485687,87.68070221,92.98183,97.40866,102.42845,105.00376,105.44494,105.92903,105.87267,107.74911,107.3729,107.17199,109.7062,110.7425,110.7162,110.3045,109.9576,109.524,110.3958,112.4022,113.8766
Monaco,MCO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,82.63752747,,,,,84.38442993,,,88.01313019,89.98227692,93.03816986,93.32588959,92.35527039,91.32920837,95.17842102,94.39508057,94.74524689,,99.72229004,101.37638,99.36111,99.47889,99.48654,99.82285,97.89131,96.65267,94.41768,94.02987,93.57756,93.54078,93.60298,93.79797,93.76831,93.06422,92.41278,91.75292,91.25053,90.61876
Madagascar,MDG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,86.11567688,89.40001678,88.87774658,86.49591827,92.05403137,95.77233124,118.2722321,122.0774918,122.8908005,130.8930969,137.2931824,133.4236755,126.8327637,119.1437607,113.8022003,,,95.67346191,96.24653625,92.84108734,94.55310822,87.81739807,85.09716797,83.55576324,81.61438751,86.0792923,,93.05767059,95.74051666,101.4852,102.53482,103.30053,118.25474,134.49235,138.89947,138.4058,139.23677,142.0049,149.3075,143.718,143.4119,143.9781,143.8945,145.2479,147.3142,143.8242,,142.5343
Maldives,MDV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,134.9834747,,141.8820496,,,,146.8958893,,,,,,118.7473831,122.1708069,125.5300827,123.0398026,122.868042,120.0956421,126.8969193,128.0565796,128.08934,126.18139,124.13956,123.93519,122.8363,117.04283,116.56168,113.1672,111.83107,110.71048,,,,,,101.5349,99.4277,97.1098,
Middle East & North Africa,MEA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,72.37667847,72.38480377,75.07333374,76.70191956,77.36148071,80.03501892,82.58129883,84.08518982,84.97367096,83.93344116,86.60964203,86.0545578,87.85787964,88.85878754,89.99727631,89.8957901,90.70717621,91.81336212,92.37587738,92.30779266,93.42700195,94.1110611,92.03204346,92.2741394,93.96772766,92.44159698,94.20101166,94.14041138,94.83956909,95.68816376,96.54299927,97.78526306,99.04239655,99.99069214,100.2616425,100.1152573,100.8051987,101.6718674,102.2396469,102.9485931,103.7615,103.7534,105.7775,106.5083,104.7634,105.0929,105.0585,104.2625,104.3628
Mexico,MEX,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,103.5633392,105.6429672,107.5155182,109.8848038,108.6733932,109.6679993,112.799263,113.2642517,118.7138519,120.720459,122.4401016,122.6578522,122.5867996,122.2036896,119.8588409,118.4606705,116.9375076,114.8070526,113.6941681,112.2526321,111.3461914,111.0473633,110.550148,109.8382874,109.4383774,108.6931915,108.5800629,108.3516312,108.5928192,108.99793,109.07219,109.425,109.50614,108.99918,108.60084,108.17477,108.79971,109.42442,110.54528,110.6335,110.5408,110.4135,109.4415,108.0058,106.6061,106.2777,105.77,
Marshall Islands,MHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.40318298,,,123.02613,110.94571,120.19231,113.40279,110.90251,104.59638,101.38551,98.11894,,94.73451,,,,87.51461,84.74016,,
